project_start_date,reporting_construction_type,extended_affordability_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,all_counted_units,total_units
2015-10-13,0,0,0,0,1,0,0,1,5
2015-10-08,1,0,0,0,0,2,0,2,2
2015-10-07,0,0,0,0,12,0,0,12,57
2015-10-07,1,0,0,0,8,0,0,8,8
2015-10-07,1,0,0,3,28,0,0,32,32
2015-10-07,1,0,0,3,13,0,0,16,16
2015-10-07,1,0,0,2,15,0,0,17,17
2015-10-07,1,0,0,2,14,0,0,16,16
2015-10-07,1,0,0,3,13,0,0,16,16
2015-10-07,1,0,0,4,12,0,0,17,17
2015-10-07,1,0,0,1,15,0,0,16,16
2015-10-07,1,0,0,1,7,0,0,8,8
2015-10-07,1,0,0,0,8,0,0,8,8
2015-10-07,1,0,0,2,4,0,0,7,7
2015-10-07,1,0,0,3,15,0,0,19,19
2015-10-07,1,0,0,7,24,0,0,32,32
2015-10-02,1,0,0,1,0,0,0,1,1
2015-10-02,1,0,0,0,2,0,0,2,2
2015-10-02,1,0,0,1,0,0,0,1,1
2015-10-01,1,0,0,0,0,3,0,3,3
2015-09-30,0,0,0,0,22,0,0,22,22
2015-09-30,0,0,0,0,6,0,0,6,6
2015-09-18,1,0,0,1,14,4,0,20,20
2015-09-17,0,0,0,0,4,0,0,4,17
2015-09-16,0,0,0,0,15,0,0,15,75
2015-09-09,1,0,0,6,17,6,0,30,30
2015-09-03,0,0,0,0,1,0,0,1,1
2015-09-01,0,0,0,0,45,0,0,45,223
2015-08-28,1,0,0,3,0,0,0,3,3
2015-08-27,0,0,0,0,1,0,0,1,1
2015-08-27,0,0,0,1,0,0,0,1,1
2015-08-18,0,0,5,25,27,0,0,58,58
2015-08-18,0,0,3,5,10,0,0,18,18
2015-08-18,0,0,0,0,1,0,0,1,1
2015-08-18,0,0,0,0,2,0,0,2,8
2015-08-14,0,0,0,0,1,0,0,1,1
2015-08-13,0,0,35,12,64,0,0,112,112
2015-08-12,0,0,0,25,25,0,13,63,251
2015-08-12,0,0,0,0,1,0,0,1,1
2015-08-12,0,0,0,1,0,0,0,1,1
2015-08-11,1,0,0,0,1,0,0,1,1
2015-08-11,0,0,0,0,1,0,0,1,1
2015-08-06,1,0,0,0,10,0,0,10,10
2015-08-06,1,0,0,0,8,0,0,8,8
2015-08-06,0,0,0,0,204,0,0,204,205
2015-08-01,1,0,0,0,2,0,0,2,2
2015-07-31,0,0,0,0,1,0,0,1,1
2015-07-30,0,0,0,0,1,0,0,1,1
2015-07-29,0,0,0,0,1,0,0,1,1
2015-07-29,0,0,0,0,1,0,0,1,1
2015-07-23,0,0,0,1,0,0,0,1,1
2015-07-22,0,0,0,0,1,0,0,1,1
2015-07-22,0,0,0,0,1,0,0,1,1
2015-07-20,1,0,0,0,0,2,0,2,2
2015-07-17,1,0,0,0,1,0,0,1,1
2015-07-16,1,0,0,33,21,0,0,55,55
2015-07-16,1,0,0,9,18,0,0,28,28
2015-07-16,1,0,0,6,14,0,0,20,20
2015-07-16,1,0,0,0,89,0,0,90,90
2015-07-16,0,0,0,0,195,0,0,195,974
2015-07-15,0,0,0,0,1,0,0,1,1
2015-07-14,1,0,0,0,18,0,0,18,18
2015-07-14,1,0,0,0,6,0,0,6,6
2015-07-14,1,0,0,0,6,0,0,6,6
2015-07-14,1,0,0,0,19,0,0,19,19
2015-07-13,1,0,0,0,1,0,0,1,1
2015-07-07,0,0,0,0,1,0,0,1,1
2015-07-02,1,0,0,0,11,4,0,15,15
2015-07-01,1,0,0,0,2,0,0,2,2
2015-07-01,1,0,0,0,2,0,0,2,2
2015-07-01,0,0,0,0,1,0,0,1,1
2015-06-30,0,0,0,0,0,3,0,3,3
2015-06-30,0,0,0,0,0,3,0,3,3
2015-06-30,0,0,0,0,0,0,3,3,3
2015-06-30,0,0,0,0,0,3,0,3,3
2015-06-30,0,0,0,0,0,3,0,3,3
2015-06-30,0,0,0,0,0,1,2,3,3
2015-06-30,0,0,0,0,0,3,0,3,3
2015-06-30,0,0,15,46,137,0,0,199,199
2015-06-30,1,0,18,0,0,0,0,18,18
2015-06-30,0,0,8,28,23,0,0,60,60
2015-06-30,0,0,10,28,57,0,0,96,96
2015-06-30,1,0,0,2,18,0,0,20,20
2015-06-30,1,0,1,4,10,1,0,16,16
2015-06-30,1,0,0,7,18,0,0,25,25
2015-06-30,1,0,1,7,7,0,0,16,16
2015-06-30,1,0,1,4,11,0,0,16,16
2015-06-30,1,1,0,0,5,0,0,5,5
2015-06-30,1,1,0,0,8,0,0,8,8
2015-06-30,1,1,0,0,2,0,0,2,2
2015-06-30,1,1,0,0,3,0,0,3,3
2015-06-30,1,1,0,0,2,0,1,3,3
2015-06-30,1,1,0,0,6,0,1,7,7
2015-06-30,1,1,0,0,2,0,0,2,2
2015-06-30,1,1,0,0,2,0,0,2,2
2015-06-30,0,0,0,6,53,17,28,104,211
2015-06-30,0,0,0,6,47,18,27,98,195
2015-06-30,0,0,75,0,25,0,0,101,101
2015-06-30,0,0,0,118,17,0,0,136,136
2015-06-30,0,0,11,32,58,0,0,102,102
2015-06-30,0,0,0,24,76,0,0,101,101
2015-06-30,0,0,0,0,20,0,0,20,21
2015-06-30,1,0,0,0,53,0,0,53,53
2015-06-30,1,0,0,7,6,5,0,18,18
2015-06-30,1,0,0,7,6,5,0,18,18
2015-06-30,1,0,0,8,5,5,0,18,18
2015-06-30,1,0,0,8,5,5,0,18,18
2015-06-30,1,0,0,0,35,6,0,41,41
2015-06-30,1,0,0,0,35,6,0,41,41
2015-06-30,0,0,0,0,1,0,0,1,1
2015-06-30,0,0,0,0,1,0,0,1,1
2015-06-29,1,0,1,12,2,0,0,15,15
2015-06-29,1,0,0,0,0,12,0,12,12
2015-06-29,1,0,0,0,0,12,0,12,12
2015-06-29,1,0,0,3,8,0,0,11,11
2015-06-29,1,0,0,7,19,0,0,26,26
2015-06-29,1,0,0,2,3,0,0,5,5
2015-06-29,1,0,0,4,16,0,0,21,21
2015-06-29,1,1,0,40,0,0,0,40,40
2015-06-29,0,0,11,34,55,13,0,114,114
2015-06-29,1,0,0,3,55,2,0,60,60
2015-06-29,1,1,0,0,23,0,0,23,23
2015-06-29,1,1,0,0,18,0,0,18,18
2015-06-29,0,0,8,0,120,0,0,128,128
2015-06-29,1,0,34,0,0,0,0,35,35
2015-06-29,1,0,100,0,0,0,0,101,101
2015-06-29,1,1,0,2,11,0,4,18,18
2015-06-29,1,1,0,4,9,0,5,18,18
2015-06-29,1,1,0,3,10,0,5,18,18
2015-06-29,1,1,0,5,8,0,5,18,18
2015-06-29,1,1,0,4,14,0,1,20,20
2015-06-29,0,0,49,0,114,0,0,164,164
2015-06-29,1,0,0,0,2,0,0,2,2
2015-06-29,1,0,0,139,313,0,0,454,454
2015-06-26,0,0,96,0,64,0,0,161,161
2015-06-26,1,0,0,3,4,0,0,7,7
2015-06-26,1,0,0,1,5,0,0,6,6
2015-06-26,1,0,0,0,6,0,0,6,6
2015-06-26,1,0,0,0,5,0,0,5,5
2015-06-26,1,0,0,0,5,0,0,5,5
2015-06-26,1,0,0,1,3,0,0,4,4
2015-06-26,1,0,0,1,2,0,0,4,4
2015-06-26,1,0,0,0,15,0,0,16,16
2015-06-26,1,0,0,0,5,0,0,5,5
2015-06-26,1,0,0,0,7,0,0,7,7
2015-06-26,1,0,0,0,9,0,0,9,9
2015-06-26,1,0,0,0,5,0,0,5,5
2015-06-26,1,0,0,0,6,0,0,6,6
2015-06-26,1,0,0,0,4,0,0,4,4
2015-06-26,1,0,0,0,3,0,0,4,4
2015-06-26,1,0,0,0,9,0,0,9,9
2015-06-26,1,0,0,1,7,0,0,8,8
2015-06-26,1,0,0,0,4,0,0,4,4
2015-06-26,1,0,0,4,8,0,0,12,12
2015-06-25,0,0,11,32,64,0,0,108,108
2015-06-25,0,0,10,40,76,26,0,153,153
2015-06-25,0,0,6,8,14,0,0,28,28
2015-06-25,1,1,82,18,7,0,0,108,108
2015-06-25,0,0,9,26,49,0,0,85,85
2015-06-25,1,0,0,0,26,0,0,27,27
2015-06-25,1,0,0,0,9,0,0,9,9
2015-06-25,1,0,0,0,8,0,0,9,9
2015-06-25,1,0,0,1,13,0,0,14,14
2015-06-25,1,0,0,0,8,0,0,8,8
2015-06-25,1,0,0,0,10,0,0,10,10
2015-06-25,1,0,0,0,24,0,0,24,24
2015-06-25,1,0,0,0,23,0,0,24,24
2015-06-25,1,0,0,3,15,0,0,18,18
2015-06-25,1,0,0,0,29,0,0,29,29
2015-06-25,1,0,0,0,4,0,0,4,4
2015-06-25,1,0,0,0,4,0,0,4,4
2015-06-25,1,0,0,0,4,0,0,4,4
2015-06-25,1,0,0,0,13,0,0,14,14
2015-06-25,1,0,0,3,21,0,0,25,25
2015-06-25,1,0,0,0,8,0,0,8,8
2015-06-25,1,0,0,0,4,0,0,4,4
2015-06-25,1,0,0,1,3,0,0,4,4
2015-06-25,1,0,0,0,4,0,0,4,4
2015-06-25,1,0,0,1,3,0,0,4,4
2015-06-25,1,0,0,0,10,0,0,10,10
2015-06-25,1,0,0,2,14,0,0,17,17
2015-06-25,1,0,0,3,7,0,0,10,10
2015-06-25,1,0,0,1,9,0,0,10,10
2015-06-25,1,0,0,1,9,0,0,10,10
2015-06-25,1,0,0,5,14,0,0,19,19
2015-06-25,1,0,0,5,19,0,0,24,24
2015-06-25,1,0,0,2,9,0,0,11,11
2015-06-25,1,0,0,0,11,0,0,11,11
2015-06-25,1,0,0,0,6,0,0,6,6
2015-06-25,1,0,0,0,5,0,0,5,5
2015-06-25,1,0,0,0,9,0,0,9,9
2015-06-25,1,0,0,0,5,0,0,5,5
2015-06-25,1,0,0,0,7,0,0,7,7
2015-06-25,1,0,0,0,4,0,0,4,4
2015-06-25,1,0,0,0,18,0,0,18,18
2015-06-25,1,0,0,0,11,0,0,11,11
2015-06-25,1,0,0,0,4,0,0,4,4
2015-06-25,1,0,0,0,20,0,0,20,20
2015-06-25,1,0,0,0,6,0,0,6,6
2015-06-25,1,0,0,0,3,0,0,3,3
2015-06-25,1,0,0,0,3,0,0,3,3
2015-06-25,1,0,0,0,3,0,0,3,3
2015-06-25,1,0,0,0,8,0,0,8,8
2015-06-25,1,0,0,0,8,0,0,8,8
2015-06-25,1,0,0,0,8,0,0,8,8
2015-06-25,1,0,0,0,4,0,0,4,4
2015-06-25,1,0,0,0,16,0,0,16,16
2015-06-25,1,0,0,0,9,0,0,9,9
2015-06-25,1,0,0,0,4,0,0,4,4
2015-06-25,1,0,0,0,8,0,0,8,8
2015-06-25,1,0,0,0,8,0,0,8,8
2015-06-25,1,0,0,0,16,0,0,16,16
2015-06-25,1,0,0,0,4,0,0,4,4
2015-06-25,1,0,0,0,4,0,0,4,4
2015-06-25,1,0,0,0,7,0,0,7,7
2015-06-25,1,0,0,0,7,0,0,7,7
2015-06-25,1,0,0,0,4,0,0,4,4
2015-06-25,1,0,0,0,4,0,0,4,4
2015-06-25,1,0,0,0,7,0,0,7,7
2015-06-25,1,0,0,0,5,0,0,5,5
2015-06-25,1,0,0,0,6,0,0,6,6
2015-06-25,1,0,0,0,2,0,0,2,2
2015-06-25,1,0,0,0,20,0,0,20,20
2015-06-25,1,0,0,0,9,0,0,9,9
2015-06-25,1,0,0,0,6,0,0,6,6
2015-06-25,1,0,0,0,12,0,0,12,12
2015-06-25,1,0,0,0,6,0,0,6,6
2015-06-25,1,0,0,0,17,0,0,17,17
2015-06-25,1,0,0,0,6,0,0,6,6
2015-06-25,1,0,0,0,8,0,0,8,8
2015-06-25,1,0,0,0,4,0,0,4,4
2015-06-25,1,0,0,0,19,0,0,19,19
2015-06-25,1,0,0,0,8,0,0,8,8
2015-06-25,1,0,0,0,7,0,0,7,7
2015-06-25,1,0,0,0,9,0,0,9,9
2015-06-25,1,0,0,0,10,0,0,10,10
2015-06-25,1,0,0,0,12,0,0,12,12
2015-06-25,1,0,0,0,12,0,0,12,12
2015-06-25,1,0,0,0,6,0,0,6,6
2015-06-25,1,0,0,0,4,0,0,4,4
2015-06-25,1,0,0,0,24,0,0,24,24
2015-06-25,1,0,0,0,36,0,0,36,36
2015-06-25,1,0,0,0,3,0,0,3,3
2015-06-25,0,0,153,0,0,0,0,154,154
2015-06-24,1,0,0,10,8,0,0,18,18
2015-06-24,1,0,1,10,7,0,0,18,18
2015-06-24,1,0,0,12,10,0,0,22,22
2015-06-24,1,0,0,0,0,297,0,297,297
2015-06-24,1,0,0,0,0,60,0,60,60
2015-06-24,1,0,0,0,0,84,0,84,84
2015-06-24,1,0,0,0,0,184,0,184,184
2015-06-24,0,0,0,0,10,0,0,10,50
2015-06-23,1,0,17,0,0,0,0,18,18
2015-06-23,1,0,28,0,0,0,0,29,29
2015-06-22,1,0,0,0,53,6,0,60,60
2015-06-22,1,0,1,6,14,0,0,21,21
2015-06-22,0,0,0,0,1,0,0,1,1
2015-06-19,1,0,0,0,26,0,0,26,26
2015-06-19,1,1,0,2,7,0,0,10,10
2015-06-19,1,1,0,2,11,0,3,16,16
2015-06-19,1,1,0,2,9,0,3,14,14
2015-06-19,1,1,0,3,13,0,4,20,20
2015-06-19,1,1,0,1,3,0,3,8,8
2015-06-19,1,1,0,1,3,0,4,8,8
2015-06-19,1,1,0,2,14,0,4,20,20
2015-06-19,0,0,51,0,14,0,0,66,66
2015-06-19,1,0,0,82,0,0,0,82,82
2015-06-19,1,0,0,64,0,0,0,64,64
2015-06-19,1,0,0,43,0,0,0,43,43
2015-06-19,1,0,0,59,0,0,0,59,59
2015-06-17,1,0,0,3,38,5,0,46,46
2015-06-17,0,0,0,14,77,14,198,303,303
2015-06-12,0,0,0,0,38,0,0,38,190
2015-06-12,0,0,0,0,2,0,0,2,8
2015-06-11,0,0,0,0,0,6,36,42,64
2015-06-11,0,0,0,17,32,0,0,49,50
2015-06-11,0,0,0,0,1,0,0,1,1
2015-06-10,1,0,0,0,8,0,0,8,8
2015-06-10,1,0,0,0,7,1,0,8,8
2015-06-10,1,0,0,6,14,0,0,20,20
2015-06-10,1,0,0,11,7,0,0,18,18
2015-06-10,0,0,0,0,40,0,20,60,197
2015-06-10,1,0,0,0,127,0,0,128,128
2015-06-10,1,0,0,0,133,0,0,134,134
2015-06-10,1,0,0,0,72,0,0,72,72
2015-06-10,1,0,0,0,73,0,0,73,73
2015-06-10,1,0,0,0,130,0,0,131,131
2015-06-10,1,0,0,0,133,0,0,134,134
2015-06-08,0,0,0,0,1,0,0,1,1
2015-06-08,0,0,0,0,1,0,0,1,1
2015-06-08,0,0,0,0,1,0,0,1,1
2015-06-05,1,1,0,3,4,0,4,11,11
2015-06-05,1,1,0,5,8,0,7,20,20
2015-06-05,1,1,0,6,33,0,9,48,48
2015-06-04,0,0,0,0,8,0,0,8,39
2015-06-04,0,0,0,26,26,0,13,65,251
2015-06-04,0,0,0,0,121,0,0,121,484
2015-06-03,0,0,89,0,1,0,0,90,90
2015-06-03,0,0,0,0,1,0,0,1,1
2015-06-03,1,0,0,0,0,1,0,1,1
2015-05-29,1,0,0,0,1,0,0,1,1
2015-05-29,0,0,0,0,1,0,0,1,1
2015-05-22,1,0,0,0,26,9,0,35,35
2015-05-21,0,0,0,0,10,0,0,10,49
2015-05-21,0,0,0,0,1,0,0,1,1
2015-05-21,0,0,0,0,1,0,0,1,1
2015-05-20,0,0,0,43,44,0,22,109,429
2015-05-20,1,0,0,70,0,0,0,71,71
2015-05-20,0,0,0,1,0,0,0,1,1
2015-05-20,0,0,0,0,2,0,0,2,8
2015-05-19,0,0,0,0,11,0,0,11,48
2015-05-15,0,0,0,0,15,0,0,15,75
2015-05-15,0,0,0,0,1,0,0,1,1
2015-05-15,1,0,0,0,93,0,0,93,93
2015-05-15,1,0,0,0,116,0,0,116,116
2015-05-14,0,0,0,0,19,0,0,19,93
2015-05-14,0,0,0,0,58,0,0,58,289
2015-05-14,0,0,0,0,1,0,0,1,1
2015-05-12,0,0,0,0,1,0,0,1,1
2015-05-12,1,0,0,0,100,40,0,141,141
2015-05-11,0,0,0,11,11,0,6,28,110
2015-05-08,0,0,0,0,97,0,0,97,483
2015-05-08,0,0,0,0,1,0,0,1,1
2015-05-08,1,0,0,0,0,2,0,2,2
2015-05-07,0,0,0,0,25,0,24,50,123
2015-05-06,0,0,0,0,1,0,0,1,1
2015-05-06,0,0,0,0,1,0,0,1,1
2015-05-05,1,0,0,0,25,0,0,25,25
2015-05-05,1,0,0,0,69,0,0,69,69
2015-05-05,1,0,0,0,25,0,0,25,25
2015-05-05,1,0,0,0,25,0,0,25,25
2015-05-05,1,0,0,0,37,0,0,37,37
2015-05-05,0,0,0,20,106,34,40,200,200
2015-05-04,0,0,0,0,24,26,52,103,103
2015-05-04,0,0,0,0,79,0,0,79,392
2015-05-04,0,0,10,30,62,0,0,102,103
2015-05-01,1,0,0,0,2,0,0,2,2
2015-05-01,1,0,0,0,2,0,0,2,2
2015-04-28,0,0,0,0,29,0,0,29,122
2015-04-27,0,0,0,52,6,15,0,74,74
2015-04-23,1,1,0,25,0,0,0,25,25
2015-04-23,0,0,0,0,1,0,0,1,1
2015-04-22,1,0,0,0,21,0,0,21,21
2015-04-21,0,0,0,0,1,0,0,1,1
2015-04-17,0,0,0,0,37,0,0,37,37
2015-04-16,0,0,0,0,1,0,0,1,1
2015-04-15,0,0,0,0,1,0,0,1,1
2015-04-10,0,0,0,0,1,0,0,1,1
2015-04-10,0,0,0,0,1,0,0,1,1
2015-04-10,0,0,0,0,1,0,0,1,1
2015-04-09,0,0,0,0,1,0,0,1,1
2015-04-09,0,0,0,0,1,0,0,1,1
2015-04-08,0,0,0,0,1,0,0,1,1
2015-04-08,0,0,0,0,10,0,0,10,29
2015-04-07,0,0,0,0,1,0,0,1,1
2015-04-03,0,0,0,0,2,0,0,2,8
2015-04-02,0,0,0,1,0,0,0,1,1
2015-04-02,0,0,0,0,11,0,0,11,55
2015-04-01,0,0,0,0,29,0,0,29,440
2015-03-31,0,0,0,0,1,0,0,1,1
2015-03-26,0,0,0,0,120,0,0,120,598
2015-03-26,0,0,60,0,0,0,0,60,60
2015-03-26,0,0,0,0,1,0,0,1,1
2015-03-26,0,0,0,0,1,0,0,1,1
2015-03-26,0,0,0,0,1,0,0,1,1
2015-03-24,0,0,0,0,104,0,0,104,522
2015-03-24,0,0,0,0,1,0,0,1,1
2015-03-20,0,0,0,0,2,0,0,2,8
2015-03-18,0,0,0,0,1,0,0,1,1
2015-03-16,0,0,0,0,1,0,0,1,1
2015-03-13,0,0,0,1,0,0,0,1,1
2015-03-12,0,0,0,0,1,0,0,1,1
2015-03-11,0,0,0,0,1,0,0,1,1
2015-03-06,1,0,0,0,18,3,0,22,22
2015-03-04,0,0,0,0,46,0,0,46,225
2015-02-26,1,0,0,6,0,0,0,6,6
2015-02-26,0,0,0,1,5,0,0,6,6
2015-02-26,0,0,0,0,4,0,0,4,4
2015-02-26,0,0,0,0,4,0,0,4,4
2015-02-26,0,0,0,1,3,0,0,4,4
2015-02-26,1,0,0,1,5,0,0,6,6
2015-02-26,1,0,0,1,3,0,0,4,4
2015-02-26,1,0,0,0,8,0,0,8,8
2015-02-26,1,0,0,2,4,0,0,6,6
2015-02-26,1,0,0,4,2,0,0,6,6
2015-02-26,1,0,0,2,4,0,0,6,6
2015-02-26,1,0,0,2,1,0,0,3,3
2015-02-26,1,0,4,0,24,0,0,29,29
2015-02-26,1,0,3,0,13,0,0,16,16
2015-02-26,1,0,1,0,6,0,0,7,7
2015-02-26,1,0,1,0,6,0,0,7,7
2015-02-26,1,0,0,0,7,0,0,7,7
2015-02-26,1,0,12,0,24,0,0,37,37
2015-02-26,1,0,0,0,3,0,0,3,3
2015-02-26,1,0,9,0,32,0,0,42,42
2015-02-26,1,0,13,0,52,0,0,66,66
2015-02-26,0,0,0,12,12,0,6,30,120
2015-02-26,0,0,0,0,0,1,0,1,1
2015-02-25,0,0,0,0,1,0,0,1,1
2015-02-23,0,0,0,0,10,0,0,10,50
2015-02-17,0,0,0,0,1,0,0,1,1
2015-02-13,0,0,0,0,1,0,0,1,1
2015-02-09,1,1,0,0,0,39,89,129,256
2015-02-09,0,0,0,0,3,0,0,3,15
2015-02-06,1,0,0,48,38,0,0,86,86
2015-02-06,1,1,0,0,90,0,0,90,90
2015-02-06,1,0,1,0,0,0,0,1,1
2015-02-03,0,0,0,1,0,0,0,1,1
2015-01-30,0,0,0,0,1,0,0,1,1
2015-01-29,1,0,0,0,0,0,1,1,1
2015-01-26,0,0,0,0,1,0,0,1,1
2015-01-23,0,0,0,0,1,0,0,1,1
2015-01-22,0,0,0,0,2,0,0,2,7
2015-01-21,0,0,0,0,1,0,0,1,1
2015-01-20,0,0,0,0,1,0,0,1,1
2015-01-15,1,0,2,0,0,0,0,2,2
2015-01-13,1,0,0,0,1,0,0,1,1
2015-01-09,0,0,0,0,1,0,0,1,1
2015-01-09,1,0,0,0,2,0,0,2,2
2015-01-09,1,0,0,0,0,0,1,1,1
2015-01-08,0,0,0,0,1,0,0,1,1
2015-01-08,1,0,0,0,0,0,1,1,1
2015-01-06,0,0,0,0,1,0,0,1,1
2015-01-05,0,0,0,66,0,0,0,67,67
2014-12-31,0,0,0,1,30,0,0,31,31
2014-12-31,0,0,0,0,31,0,0,31,31
2014-12-31,0,0,0,1,25,0,0,27,27
2014-12-31,0,0,0,1,30,0,0,31,31
2014-12-31,0,0,0,0,31,0,0,31,31
2014-12-31,0,0,0,0,89,0,0,89,89
2014-12-31,0,0,56,0,22,0,0,79,79
2014-12-31,0,0,50,0,5,0,0,55,55
2014-12-31,0,0,20,30,197,0,0,248,248
2014-12-31,0,0,0,0,57,0,0,57,152
2014-12-31,0,0,0,19,75,0,0,95,152
2014-12-30,0,0,0,0,150,0,0,150,750
2014-12-30,1,1,0,0,69,0,0,69,69
2014-12-30,1,0,0,0,159,0,0,159,159
2014-12-30,1,1,0,91,0,0,0,91,91
2014-12-30,1,1,0,91,0,0,0,91,91
2014-12-30,0,0,0,0,1,0,0,1,1
2014-12-29,0,0,0,0,29,0,0,29,142
2014-12-29,0,0,42,6,52,0,0,101,101
2014-12-29,0,0,20,4,24,0,0,48,48
2014-12-26,1,0,0,0,0,0,1,1,1
2014-12-24,1,0,202,0,0,0,0,203,203
2014-12-24,0,0,8,12,37,0,0,58,58
2014-12-23,0,0,0,10,67,0,20,98,98
2014-12-23,1,0,5,67,21,0,0,94,94
2014-12-23,0,0,0,0,1,0,0,1,1
2014-12-23,1,0,0,0,24,0,0,24,24
2014-12-23,1,0,0,0,269,0,0,269,269
2014-12-23,1,0,0,0,42,0,0,42,42
2014-12-23,1,0,0,0,207,0,0,207,207
2014-12-23,1,0,0,0,251,0,0,252,252
2014-12-23,1,0,0,0,80,0,0,80,80
2014-12-23,1,0,0,0,0,0,1,1,1
2014-12-22,1,1,0,151,0,0,0,151,151
2014-12-22,0,0,0,0,116,0,0,116,116
2014-12-22,0,0,0,18,70,0,0,89,89
2014-12-22,0,0,0,0,1,0,0,1,1
2014-12-22,0,0,0,0,1,0,0,1,1
2014-12-19,1,0,0,0,11,0,0,11,11
2014-12-19,1,0,0,0,19,0,0,20,20
2014-12-19,1,0,0,0,56,0,0,57,57
2014-12-19,1,0,0,0,12,0,0,12,12
2014-12-19,0,0,0,0,123,40,0,163,163
2014-12-18,0,0,0,0,19,0,0,19,93
2014-12-18,1,0,0,0,8,0,0,8,8
2014-12-18,1,0,0,3,18,1,0,22,22
2014-12-18,1,0,0,7,10,0,0,17,17
2014-12-18,1,0,0,0,14,0,0,15,15
2014-12-18,1,0,0,3,12,0,0,15,15
2014-12-18,1,0,0,0,8,0,0,8,8
2014-12-18,1,0,0,2,6,0,0,8,8
2014-12-18,1,0,0,0,8,0,0,8,8
2014-12-18,1,0,0,0,8,0,0,8,8
2014-12-18,1,0,0,2,6,0,0,8,8
2014-12-18,0,0,0,0,169,0,0,169,844
2014-12-18,0,0,0,13,0,50,0,64,64
2014-12-18,0,0,0,11,0,0,42,54,54
2014-12-18,0,0,0,12,45,0,0,58,58
2014-12-18,1,0,45,5,1,2,0,54,54
2014-12-18,1,0,41,11,2,0,0,54,54
2014-12-18,1,0,38,9,5,1,0,54,54
2014-12-18,1,0,6,1,0,0,0,7,7
2014-12-18,1,0,33,0,2,0,0,36,36
2014-12-18,1,0,17,0,2,0,0,20,20
2014-12-18,1,0,29,2,3,0,0,34,34
2014-12-18,1,0,51,8,9,1,0,70,70
2014-12-18,1,0,41,5,1,0,0,48,48
2014-12-18,1,0,33,5,2,1,0,42,42
2014-12-18,1,0,35,4,3,0,0,43,43
2014-12-18,1,0,34,6,2,1,0,43,43
2014-12-18,1,0,20,6,3,0,0,30,30
2014-12-18,1,0,9,3,2,2,0,16,16
2014-12-18,1,0,24,2,1,0,0,27,27
2014-12-18,1,0,51,3,1,1,0,57,57
2014-12-18,1,0,38,2,0,0,0,41,41
2014-12-18,1,0,0,2,0,0,0,2,2
2014-12-18,1,0,429,0,107,0,0,536,536
2014-12-18,1,0,0,3,142,0,0,146,146
2014-12-17,0,0,0,0,3,0,0,3,15
2014-12-16,0,0,0,0,1,0,0,1,1
2014-12-16,1,0,0,0,93,0,0,95,95
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,6,0,0,6,6
2014-12-16,1,0,0,0,32,0,0,32,32
2014-12-16,1,0,0,0,32,0,0,32,32
2014-12-16,1,0,0,0,7,0,0,7,7
2014-12-16,1,0,0,0,40,0,0,40,40
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,5,0,0,5,5
2014-12-16,1,0,0,0,5,0,0,5,5
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,53,0,0,53,53
2014-12-16,1,0,0,0,11,0,0,11,11
2014-12-16,1,0,0,0,5,0,0,5,5
2014-12-16,1,0,0,0,5,0,0,5,5
2014-12-16,1,0,0,0,35,0,0,35,35
2014-12-16,1,0,0,0,36,0,0,36,36
2014-12-16,1,0,0,0,6,0,0,6,6
2014-12-16,1,0,0,0,32,0,0,32,32
2014-12-16,1,0,0,0,6,0,0,6,6
2014-12-16,1,0,0,0,6,0,0,6,6
2014-12-16,1,0,0,0,12,0,0,12,12
2014-12-16,1,0,0,0,41,0,0,41,41
2014-12-16,1,0,0,0,6,0,0,6,6
2014-12-16,1,0,0,0,17,0,0,17,17
2014-12-16,1,0,0,0,32,0,0,32,32
2014-12-16,1,0,0,0,6,0,0,6,6
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,2,0,0,2,2
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-16,1,0,0,0,4,0,0,4,4
2014-12-15,1,0,0,0,0,0,1,1,1
2014-12-14,0,0,0,0,1,0,0,1,1
2014-12-12,0,0,0,0,21,0,0,21,105
2014-12-12,0,0,0,0,75,0,0,75,372
2014-12-12,0,0,0,0,0,1,0,1,1
